student_id,name,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9,pref_10
244,Student_244,Course_8,Course_7,Course_3,Course_2,Course_5,Course_6,Course_1,Course_9,Course_4,Course_10
245,Student_245,Course_9,Course_5,Course_8,Course_10,Course_4,Course_6,Course_3,Course_7,Course_2,Course_1
246,Student_246,Course_2,Course_10,Course_8,Course_5,Course_7,Course_6,Course_4,Course_3,Course_9,Course_1
247,Student_247,Course_4,Course_8,Course_3,Course_2,Course_7,Course_1,Course_9,Course_10,Course_6,Course_5
248,Student_248,Course_9,Course_5,Course_8,Course_2,Course_6,Course_4,Course_1,Course_10,Course_7,Course_3
249,Student_249,Course_6,Course_4,Course_2,Course_3,Course_9,Course_7,Course_8,Course_5,Course_10,Course_1
250,Student_250,Course_7,Course_6,Course_1,Course_3,Course_4,Course_5,Course_2,Course_8,Course_10,Course_9
251,Student_251,Course_4,Course_5,Course_7,Course_1,Course_2,Course_9,Course_10,Course_8,Course_3,Course_6
252,Student_252,Course_1,Course_2,Course_8,Course_7,Course_9,Course_6,Course_10,Course_3,Course_4,Course_5
253,Student_253,Course_6,Course_5,Course_1,Course_3,Course_4,Course_9,Course_8,Course_10,Course_7,Course_2
254,Student_254,Course_2,Course_1,Course_9,Course_10,Course_6,Course_3,Course_8,Course_4,Course_7,Course_5
255,Student_255,Course_3,Course_10,Course_2,Course_8,Course_7,Course_9,Course_1,Course_4,Course_6,Course_5
256,Student_256,Course_2,Course_10,Course_4,Course_8,Course_3,Course_1,Course_6,Course_5,Course_9,Course_7
257,Student_257,Course_1,Course_6,Course_7,Course_9,Course_5,Course_10,Course_2,Course_8,Course_3,Course_4
258,Student_258,Course_7,Course_2,Course_3,Course_8,Course_1,Course_5,Course_6,Course_10,Course_4,Course_9
259,Student_259,Course_4,Course_8,Course_3,Course_9,Course_6,Course_5,Course_7,Course_1,Course_10,Course_2
260,Student_260,Course_10,Course_5,Course_7,Course_4,Course_2,Course_9,Course_1,Course_8,Course_6,Course_3
261,Student_261,Course_7,Course_2,Course_9,Course_10,Course_6,Course_4,Course_5,Course_3,Course_8,Course_1
262,Student_262,Course_8,Course_10,Course_4,Course_6,Course_2,Course_9,Course_3,Course_7,Course_1,Course_5
263,Student_263,Course_10,Course_5,Course_9,Course_3,Course_7,Course_4,Course_8,Course_1,Course_2,Course_6
264,Student_264,Course_2,Course_10,Course_1,Course_5,Course_8,Course_9,Course_4,Course_6,Course_7,Course_3
265,Student_265,Course_10,Course_1,Course_8,Course_9,Course_7,Course_4,Course_5,Course_3,Course_2,Course_6
266,Student_266,Course_9,Course_2,Course_3,Course_7,Course_8,Course_6,Course_4,Course_5,Course_10,Course_1
267,Student_267,Course_9,Course_1,Course_5,Course_6,Course_7,Course_2,Course_3,Course_8,Course_10,Course_4
268,Student_268,Course_6,Course_4,Course_3,Course_5,Course_8,Course_9,Course_2,Course_10,Course_7,Course_1
269,Student_269,Course_2,Course_3,Course_7,Course_5,Course_10,Course_9,Course_6,Course_4,Course_1,Course_8
270,Student_270,Course_10,Course_7,Course_4,Course_9,Course_8,Course_6,Course_2,Course_5,Course_3,Course_1
271,Student_271,Course_1,Course_8,Course_7,Course_10,Course_2,Course_9,Course_6,Course_3,Course_5,Course_4
272,Student_272,Course_8,Course_2,Course_10,Course_5,Course_4,Course_7,Course_6,Course_3,Course_9,Course_1
273,Student_273,Course_1,Course_3,Course_5,Course_2,Course_10,Course_4,Course_8,Course_6,Course_9,Course_7
274,Student_274,Course_5,Course_1,Course_4,Course_6,Course_10,Course_7,Course_2,Course_8,Course_9,Course_3
275,Student_275,Course_3,Course_6,Course_1,Course_4,Course_2,Course_8,Course_5,Course_10,Course_7,Course_9
276,Student_276,Course_9,Course_7,Course_5,Course_8,Course_1,Course_3,Course_10,Course_2,Course_6,Course_4
277,Student_277,Course_3,Course_9,Course_4,Course_10,Course_6,Course_5,Course_8,Course_2,Course_1,Course_7
278,Student_278,Course_10,Course_3,Course_9,Course_4,Course_8,Course_7,Course_2,Course_1,Course_5,Course_6
279,Student_279,Course_1,Course_2,Course_8,Course_5,Course_9,Course_3,Course_10,Course_6,Course_4,Course_7
280,Student_280,Course_7,Course_2,Course_3,Course_1,Course_8,Course_4,Course_9,Course_6,Course_10,Course_5
281,Student_281,Course_8,Course_5,Course_7,Course_2,Course_1,Course_9,Course_3,Course_10,Course_4,Course_6
282,Student_282,Course_4,Course_9,Course_10,Course_8,Course_6,Course_2,Course_3,Course_7,Course_5,Course_1
283,Student_283,Course_1,Course_9,Course_2,Course_7,Course_3,Course_6,Course_5,Course_8,Course_4,Course_10
284,Student_284,Course_10,Course_9,Course_1,Course_4,Course_5,Course_7,Course_2,Course_6,Course_3,Course_8
285,Student_285,Course_3,Course_4,Course_8,Course_5,Course_10,Course_6,Course_7,Course_2,Course_1,Course_9
286,Student_286,Course_8,Course_7,Course_6,Course_10,Course_5,Course_9,Course_1,Course_3,Course_2,Course_4
287,Student_287,Course_2,Course_3,Course_6,Course_4,Course_5,Course_7,Course_1,Course_9,Course_8,Course_10
288,Student_288,Course_6,Course_3,Course_7,Course_2,Course_4,Course_8,Course_1,Course_10,Course_5,Course_9
289,Student_289,Course_1,Course_8,Course_7,Course_10,Course_6,Course_5,Course_2,Course_4,Course_3,Course_9
290,Student_290,Course_8,Course_1,Course_3,Course_9,Course_5,Course_10,Course_4,Course_6,Course_2,Course_7
291,Student_291,Course_7,Course_9,Course_3,Course_10,Course_6,Course_4,Course_8,Course_1,Course_2,Course_5
292,Student_292,Course_2,Course_7,Course_5,Course_8,Course_6,Course_4,Course_9,Course_3,Course_10,Course_1
293,Student_293,Course_3,Course_10,Course_7,Course_8,Course_5,Course_6,Course_2,Course_4,Course_1,Course_9
294,Student_294,Course_4,Course_9,Course_6,Course_7,Course_8,Course_3,Course_10,Course_1,Course_5,Course_2
295,Student_295,Course_1,Course_6,Course_3,Course_4,Course_10,Course_8,Course_9,Course_5,Course_2,Course_7
296,Student_296,Course_10,Course_8,Course_4,Course_1,Course_9,Course_6,Course_5,Course_2,Course_3,Course_7
297,Student_297,Course_3,Course_1,Course_9,Course_10,Course_8,Course_7,Course_5,Course_6,Course_2,Course_4
298,Student_298,Course_6,Course_1,Course_7,Course_4,Course_10,Course_3,Course_2,Course_9,Course_8,Course_5
299,Student_299,Course_4,Course_1,Course_6,Course_8,Course_3,Course_5,Course_9,Course_2,Course_7,Course_10
300,Student_300,Course_1,Course_8,Course_9,Course_7,Course_10,Course_6,Course_4,Course_3,Course_5,Course_2
